O*NET-SOC Code,Title,Related O*NET-SOC Code,Related Title,Relatedness Tier,Index
39-1013.00,First-Line Supervisors of Gambling Services Workers,39-3011.00,Gambling Dealers,Primary-Short,5
39-1013.00,First-Line Supervisors of Gambling Services Workers,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Primary-Long,6
39-1013.00,First-Line Supervisors of Gambling Services Workers,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Primary-Long,7
39-1013.00,First-Line Supervisors of Gambling Services Workers,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Primary-Long,8
39-1013.00,First-Line Supervisors of Gambling Services Workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,Primary-Long,9
39-1013.00,First-Line Supervisors of Gambling Services Workers,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Primary-Long,10
39-1013.00,First-Line Supervisors of Gambling Services Workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Supplemental,11
39-1013.00,First-Line Supervisors of Gambling Services Workers,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Supplemental,12
39-1013.00,First-Line Supervisors of Gambling Services Workers,41-2011.00,Cashiers,Supplemental,13
39-1013.00,First-Line Supervisors of Gambling Services Workers,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Supplemental,14
39-1013.00,First-Line Supervisors of Gambling Services Workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,Supplemental,15
39-1013.00,First-Line Supervisors of Gambling Services Workers,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Supplemental,16
39-1013.00,First-Line Supervisors of Gambling Services Workers,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",Supplemental,17
39-1013.00,First-Line Supervisors of Gambling Services Workers,39-3091.00,Amusement and Recreation Attendants,Supplemental,18
39-1013.00,First-Line Supervisors of Gambling Services Workers,43-3071.00,Tellers,Supplemental,19
39-1013.00,First-Line Supervisors of Gambling Services Workers,33-1091.00,First-Line Supervisors of Security Workers,Supplemental,20
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-1022.00,First-Line Supervisors of Personal Service Workers,Primary-Short,1
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Primary-Short,2
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Primary-Short,3
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Primary-Short,4
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Primary-Short,5
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",53-1044.00,First-Line Supervisors of Passenger Attendants,Primary-Long,6
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Primary-Long,7
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Primary-Long,8
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",51-1011.00,First-Line Supervisors of Production and Operating Workers,Primary-Long,9
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Primary-Long,10
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",11-1021.00,General and Operations Managers,Supplemental,11
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Supplemental,12
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Supplemental,13
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Supplemental,14
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",39-9032.00,Recreation Workers,Supplemental,15
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",33-1091.00,First-Line Supervisors of Security Workers,Supplemental,16
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",41-1011.00,First-Line Supervisors of Retail Sales Workers,Supplemental,17
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",13-1151.00,Training and Development Specialists,Supplemental,18
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",11-3131.00,Training and Development Managers,Supplemental,19
39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",13-1071.00,Human Resources Specialists,Supplemental,20
39-1022.00,First-Line Supervisors of Personal Service Workers,39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Primary-Short,1
39-1022.00,First-Line Supervisors of Personal Service Workers,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Primary-Short,2
39-1022.00,First-Line Supervisors of Personal Service Workers,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Primary-Short,3
39-1022.00,First-Line Supervisors of Personal Service Workers,53-1044.00,First-Line Supervisors of Passenger Attendants,Primary-Short,4
39-1022.00,First-Line Supervisors of Personal Service Workers,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,Primary-Short,5
39-1022.00,First-Line Supervisors of Personal Service Workers,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Primary-Long,6
39-1022.00,First-Line Supervisors of Personal Service Workers,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Primary-Long,7
39-1022.00,First-Line Supervisors of Personal Service Workers,33-1091.00,First-Line Supervisors of Security Workers,Primary-Long,8
39-1022.00,First-Line Supervisors of Personal Service Workers,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",Primary-Long,9
39-1022.00,First-Line Supervisors of Personal Service Workers,41-1011.00,First-Line Supervisors of Retail Sales Workers,Primary-Long,10
39-1022.00,First-Line Supervisors of Personal Service Workers,11-9111.00,Medical and Health Services Managers,Supplemental,11
39-1022.00,First-Line Supervisors of Personal Service Workers,11-9151.00,Social and Community Service Managers,Supplemental,12
39-1022.00,First-Line Supervisors of Personal Service Workers,51-1011.00,First-Line Supervisors of Production and Operating Workers,Supplemental,13
39-1022.00,First-Line Supervisors of Personal Service Workers,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Supplemental,14
39-1022.00,First-Line Supervisors of Personal Service Workers,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Supplemental,15
39-1022.00,First-Line Supervisors of Personal Service Workers,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",Supplemental,16
39-1022.00,First-Line Supervisors of Personal Service Workers,39-9041.00,Residential Advisors,Supplemental,17
39-1022.00,First-Line Supervisors of Personal Service Workers,29-2099.08,Patient Representatives,Supplemental,18
39-1022.00,First-Line Supervisors of Personal Service Workers,13-1071.00,Human Resources Specialists,Supplemental,19
39-1022.00,First-Line Supervisors of Personal Service Workers,37-1012.00,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",Supplemental,20
39-2011.00,Animal Trainers,39-2021.00,Animal Caretakers,Primary-Short,1
39-2011.00,Animal Trainers,45-2021.00,Animal Breeders,Primary-Short,2
39-2011.00,Animal Trainers,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Primary-Short,3
39-2011.00,Animal Trainers,33-9011.00,Animal Control Workers,Primary-Short,4
39-2011.00,Animal Trainers,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Primary-Short,5
39-2011.00,Animal Trainers,39-9031.00,Exercise Trainers and Group Fitness Instructors,Primary-Long,6
39-2011.00,Animal Trainers,29-2056.00,Veterinary Technologists and Technicians,Primary-Long,7
39-2011.00,Animal Trainers,27-2021.00,Athletes and Sports Competitors,Primary-Long,8
39-2011.00,Animal Trainers,27-2023.00,"Umpires, Referees, and Other Sports Officials",Primary-Long,9
39-2011.00,Animal Trainers,25-3021.00,Self-Enrichment Teachers,Primary-Long,10
39-2011.00,Animal Trainers,29-1131.00,Veterinarians,Supplemental,11
39-2011.00,Animal Trainers,29-9091.00,Athletic Trainers,Supplemental,12
39-2011.00,Animal Trainers,19-1011.00,Animal Scientists,Supplemental,13
39-2011.00,Animal Trainers,13-1151.00,Training and Development Specialists,Supplemental,14
39-2011.00,Animal Trainers,27-2022.00,Coaches and Scouts,Supplemental,15
39-2011.00,Animal Trainers,29-1128.00,Exercise Physiologists,Supplemental,16
39-2011.00,Animal Trainers,39-3091.00,Amusement and Recreation Attendants,Supplemental,17
39-2011.00,Animal Trainers,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Supplemental,18
39-2011.00,Animal Trainers,19-1023.00,Zoologists and Wildlife Biologists,Supplemental,19
39-2011.00,Animal Trainers,11-3131.00,Training and Development Managers,Supplemental,20
39-2021.00,Animal Caretakers,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,Primary-Short,1
39-2021.00,Animal Caretakers,39-2011.00,Animal Trainers,Primary-Short,2
39-2021.00,Animal Caretakers,45-2021.00,Animal Breeders,Primary-Short,3
39-2021.00,Animal Caretakers,29-2056.00,Veterinary Technologists and Technicians,Primary-Short,4
39-2021.00,Animal Caretakers,33-9011.00,Animal Control Workers,Primary-Short,5
39-2021.00,Animal Caretakers,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals",Primary-Long,6
39-2021.00,Animal Caretakers,31-1122.00,Personal Care Aides,Primary-Long,7
39-2021.00,Animal Caretakers,39-9011.00,Childcare Workers,Primary-Long,8
39-2021.00,Animal Caretakers,31-1121.00,Home Health Aides,Primary-Long,9
39-2021.00,Animal Caretakers,31-1131.00,Nursing Assistants,Primary-Long,10
39-2021.00,Animal Caretakers,29-1131.00,Veterinarians,Supplemental,11
39-2021.00,Animal Caretakers,19-1011.00,Animal Scientists,Supplemental,12
39-2021.00,Animal Caretakers,39-1022.00,First-Line Supervisors of Personal Service Workers,Supplemental,13
39-2021.00,Animal Caretakers,45-1011.00,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",Supplemental,14
39-2021.00,Animal Caretakers,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Supplemental,15
39-2021.00,Animal Caretakers,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Supplemental,16
39-2021.00,Animal Caretakers,31-9097.00,Phlebotomists,Supplemental,17
39-2021.00,Animal Caretakers,21-1021.00,"Child, Family, and School Social Workers",Supplemental,18
39-2021.00,Animal Caretakers,19-1023.00,Zoologists and Wildlife Biologists,Supplemental,19
39-2021.00,Animal Caretakers,11-9013.00,"Farmers, Ranchers, and Other Agricultural Managers",Supplemental,20
39-3011.00,Gambling Dealers,39-3012.00,Gambling and Sports Book Writers and Runners,Primary-Short,1
39-3011.00,Gambling Dealers,11-9071.00,Gambling Managers,Primary-Short,2
39-3011.00,Gambling Dealers,39-1013.00,First-Line Supervisors of Gambling Services Workers,Primary-Short,3
39-3011.00,Gambling Dealers,43-3041.00,Gambling Cage Workers,Primary-Short,4
39-3011.00,Gambling Dealers,41-2012.00,Gambling Change Persons and Booth Cashiers,Primary-Short,5
39-3011.00,Gambling Dealers,43-3071.00,Tellers,Primary-Long,6
39-3011.00,Gambling Dealers,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Primary-Long,7
39-3011.00,Gambling Dealers,41-2011.00,Cashiers,Primary-Long,8
39-3011.00,Gambling Dealers,39-3091.00,Amusement and Recreation Attendants,Primary-Long,9
39-3011.00,Gambling Dealers,41-2031.00,Retail Salespersons,Primary-Long,10
39-3011.00,Gambling Dealers,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Supplemental,11
39-3011.00,Gambling Dealers,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",Supplemental,12
39-3011.00,Gambling Dealers,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Supplemental,13
39-3011.00,Gambling Dealers,43-4141.00,New Accounts Clerks,Supplemental,14
39-3011.00,Gambling Dealers,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",Supplemental,15
39-3011.00,Gambling Dealers,41-2021.00,Counter and Rental Clerks,Supplemental,16
39-3011.00,Gambling Dealers,27-2021.00,Athletes and Sports Competitors,Supplemental,17
39-3011.00,Gambling Dealers,43-4051.00,Customer Service Representatives,Supplemental,18
39-3011.00,Gambling Dealers,43-4011.00,Brokerage Clerks,Supplemental,19
39-3011.00,Gambling Dealers,27-2023.00,"Umpires, Referees, and Other Sports Officials",Supplemental,20
39-3012.00,Gambling and Sports Book Writers and Runners,39-3011.00,Gambling Dealers,Primary-Short,1
39-3012.00,Gambling and Sports Book Writers and Runners,43-3041.00,Gambling Cage Workers,Primary-Short,2
39-3012.00,Gambling and Sports Book Writers and Runners,41-2012.00,Gambling Change Persons and Booth Cashiers,Primary-Short,3
39-3012.00,Gambling and Sports Book Writers and Runners,11-9071.00,Gambling Managers,Primary-Short,4
39-3012.00,Gambling and Sports Book Writers and Runners,39-1013.00,First-Line Supervisors of Gambling Services Workers,Primary-Short,5
39-3012.00,Gambling and Sports Book Writers and Runners,43-3071.00,Tellers,Primary-Long,6
39-3012.00,Gambling and Sports Book Writers and Runners,41-2011.00,Cashiers,Primary-Long,7
39-3012.00,Gambling and Sports Book Writers and Runners,39-3091.00,Amusement and Recreation Attendants,Primary-Long,8
39-3012.00,Gambling and Sports Book Writers and Runners,27-2023.00,"Umpires, Referees, and Other Sports Officials",Primary-Long,9
39-3012.00,Gambling and Sports Book Writers and Runners,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Primary-Long,10
39-3012.00,Gambling and Sports Book Writers and Runners,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Supplemental,11
39-3012.00,Gambling and Sports Book Writers and Runners,43-4041.00,"Credit Authorizers, Checkers, and Clerks",Supplemental,12
39-3012.00,Gambling and Sports Book Writers and Runners,27-2021.00,Athletes and Sports Competitors,Supplemental,13
39-3012.00,Gambling and Sports Book Writers and Runners,41-2021.00,Counter and Rental Clerks,Supplemental,14
39-3012.00,Gambling and Sports Book Writers and Runners,43-4141.00,New Accounts Clerks,Supplemental,15
39-3012.00,Gambling and Sports Book Writers and Runners,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Supplemental,16
39-3012.00,Gambling and Sports Book Writers and Runners,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Supplemental,17
39-3012.00,Gambling and Sports Book Writers and Runners,43-3031.00,"Bookkeeping, Accounting, and Auditing Clerks",Supplemental,18
39-3012.00,Gambling and Sports Book Writers and Runners,41-2031.00,Retail Salespersons,Supplemental,19
39-3012.00,Gambling and Sports Book Writers and Runners,53-7065.00,Stockers and Order Fillers,Supplemental,20
39-3021.00,Motion Picture Projectionists,49-9061.00,Camera and Photographic Equipment Repairers,Primary-Short,1
39-3021.00,Motion Picture Projectionists,27-4015.00,Lighting Technicians,Primary-Short,2
39-3021.00,Motion Picture Projectionists,49-2097.00,Audiovisual Equipment Installers and Repairers,Primary-Short,3
39-3021.00,Motion Picture Projectionists,51-9151.00,Photographic Process Workers and Processing Machine Operators,Primary-Short,4
39-3021.00,Motion Picture Projectionists,27-4011.00,Audio and Video Technicians,Primary-Short,5
39-3021.00,Motion Picture Projectionists,51-5111.00,Prepress Technicians and Workers,Primary-Long,6
39-3021.00,Motion Picture Projectionists,27-4031.00,"Camera Operators, Television, Video, and Film",Primary-Long,7
39-3021.00,Motion Picture Projectionists,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",Primary-Long,8
39-3021.00,Motion Picture Projectionists,27-4014.00,Sound Engineering Technicians,Primary-Long,9
39-3021.00,Motion Picture Projectionists,27-4012.00,Broadcast Technicians,Primary-Long,10
39-3021.00,Motion Picture Projectionists,43-9071.00,"Office Machine Operators, Except Computer",Supplemental,11
39-3021.00,Motion Picture Projectionists,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Supplemental,12
39-3021.00,Motion Picture Projectionists,51-9083.00,Ophthalmic Laboratory Technicians,Supplemental,13
39-3021.00,Motion Picture Projectionists,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",Supplemental,14
39-3021.00,Motion Picture Projectionists,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",Supplemental,15
39-3021.00,Motion Picture Projectionists,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",Supplemental,16
39-3021.00,Motion Picture Projectionists,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles",Supplemental,17
39-3021.00,Motion Picture Projectionists,27-2012.05,Media Technical Directors/Managers,Supplemental,18
39-3021.00,Motion Picture Projectionists,17-3029.08,Photonics Technicians,Supplemental,19
39-3021.00,Motion Picture Projectionists,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Supplemental,20
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Primary-Short,1
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",39-6011.00,Baggage Porters and Bellhops,Primary-Short,2
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Primary-Short,3
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",53-6061.00,Passenger Attendants,Primary-Short,4
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Primary-Short,5
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Primary-Long,6
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",41-2011.00,Cashiers,Primary-Long,7
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",43-4171.00,Receptionists and Information Clerks,Primary-Long,8
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",41-2021.00,Counter and Rental Clerks,Primary-Long,9
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",53-2031.00,Flight Attendants,Primary-Long,10
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",39-6012.00,Concierges,Supplemental,11
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",39-7011.00,Tour Guides and Escorts,Supplemental,12
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",11-9081.00,Lodging Managers,Supplemental,13
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",39-3091.00,Amusement and Recreation Attendants,Supplemental,14
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Supplemental,15
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",13-1121.00,"Meeting, Convention, and Event Planners",Supplemental,16
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",53-6021.00,Parking Attendants,Supplemental,17
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Supplemental,18
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",39-7012.00,Travel Guides,Supplemental,19
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",43-4051.00,Customer Service Representatives,Supplemental,20
39-3091.00,Amusement and Recreation Attendants,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",Primary-Short,1
39-3091.00,Amusement and Recreation Attendants,39-6011.00,Baggage Porters and Bellhops,Primary-Short,2
39-3091.00,Amusement and Recreation Attendants,53-6021.00,Parking Attendants,Primary-Short,3
39-3091.00,Amusement and Recreation Attendants,41-2021.00,Counter and Rental Clerks,Primary-Short,4
39-3091.00,Amusement and Recreation Attendants,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Primary-Short,5
39-3091.00,Amusement and Recreation Attendants,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",Primary-Long,6
39-3091.00,Amusement and Recreation Attendants,53-6061.00,Passenger Attendants,Primary-Long,7
39-3091.00,Amusement and Recreation Attendants,39-1013.00,First-Line Supervisors of Gambling Services Workers,Primary-Long,8
39-3091.00,Amusement and Recreation Attendants,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Primary-Long,9
39-3091.00,Amusement and Recreation Attendants,43-5032.00,"Dispatchers, Except Police, Fire, and Ambulance",Primary-Long,10
39-3091.00,Amusement and Recreation Attendants,11-9072.00,"Entertainment and Recreation Managers, Except Gambling",Supplemental,11
39-3091.00,Amusement and Recreation Attendants,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",Supplemental,12
39-3091.00,Amusement and Recreation Attendants,39-6012.00,Concierges,Supplemental,13
39-3091.00,Amusement and Recreation Attendants,27-2021.00,Athletes and Sports Competitors,Supplemental,14
39-3091.00,Amusement and Recreation Attendants,39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",Supplemental,15
39-3091.00,Amusement and Recreation Attendants,41-2011.00,Cashiers,Supplemental,16
39-3091.00,Amusement and Recreation Attendants,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Supplemental,17
39-3091.00,Amusement and Recreation Attendants,27-2023.00,"Umpires, Referees, and Other Sports Officials",Supplemental,18
39-3091.00,Amusement and Recreation Attendants,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",Supplemental,19
39-3091.00,Amusement and Recreation Attendants,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",Supplemental,20
39-3092.00,Costume Attendants,27-1022.00,Fashion Designers,Primary-Short,1
39-3092.00,Costume Attendants,51-6052.00,"Tailors, Dressmakers, and Custom Sewers",Primary-Short,2
39-3092.00,Costume Attendants,39-5091.00,"Makeup Artists, Theatrical and Performance",Primary-Short,3
39-3092.00,Costume Attendants,51-6092.00,Fabric and Apparel Patternmakers,Primary-Short,4
39-3092.00,Costume Attendants,27-1027.00,Set and Exhibit Designers,Primary-Short,5
39-3092.00,Costume Attendants,51-6051.00,"Sewers, Hand",Primary-Long,6
39-3092.00,Costume Attendants,51-9071.00,Jewelers and Precious Stone and Metal Workers,Primary-Long,7
39-3092.00,Costume Attendants,27-1025.00,Interior Designers,Primary-Long,8
39-3092.00,Costume Attendants,51-6031.00,Sewing Machine Operators,Primary-Long,9
39-3092.00,Costume Attendants,27-1026.00,Merchandise Displayers and Window Trimmers,Primary-Long,10
39-3092.00,Costume Attendants,51-9123.00,"Painting, Coating, and Decorating Workers",Supplemental,11
39-3092.00,Costume Attendants,51-6041.00,Shoe and Leather Workers and Repairers,Supplemental,12
39-3092.00,Costume Attendants,27-1012.00,Craft Artists,Supplemental,13
39-3092.00,Costume Attendants,51-7021.00,Furniture Finishers,Supplemental,14
39-3092.00,Costume Attendants,27-1021.00,Commercial and Industrial Designers,Supplemental,15
39-3092.00,Costume Attendants,51-6011.00,Laundry and Dry-Cleaning Workers,Supplemental,16
39-3092.00,Costume Attendants,27-2032.00,Choreographers,Supplemental,17
39-3092.00,Costume Attendants,51-6093.00,Upholsterers,Supplemental,18
39-3092.00,Costume Attendants,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists",Supplemental,19
39-3092.00,Costume Attendants,41-2031.00,Retail Salespersons,Supplemental,20
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",43-4081.00,"Hotel, Motel, and Resort Desk Clerks",Primary-Short,1
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",39-6012.00,Concierges,Primary-Short,2
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",35-3041.00,"Food Servers, Nonrestaurant",Primary-Short,3
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",39-6011.00,Baggage Porters and Bellhops,Primary-Short,4
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",41-2021.00,Counter and Rental Clerks,Primary-Short,5
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",53-6061.00,Passenger Attendants,Primary-Long,6
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",Primary-Long,7
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",53-6021.00,Parking Attendants,Primary-Long,8
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",35-3031.00,Waiters and Waitresses,Primary-Long,9
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",41-2031.00,Retail Salespersons,Primary-Long,10
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",37-2012.00,Maids and Housekeeping Cleaners,Supplemental,11
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,Supplemental,12
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",51-6011.00,Laundry and Dry-Cleaning Workers,Supplemental,13
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",39-3091.00,Amusement and Recreation Attendants,Supplemental,14
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",11-9081.00,Lodging Managers,Supplemental,15
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,Supplemental,16
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",Supplemental,17
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",Supplemental,18
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",39-1022.00,First-Line Supervisors of Personal Service Workers,Supplemental,19
39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants",11-9051.00,Food Service Managers,Supplemental,20
39-4011.00,Embalmers,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers",Primary-Short,1
39-4011.00,Embalmers,39-4021.00,Funeral Attendants,Primary-Short,2
39-4011.00,Embalmers,11-9171.00,Funeral Home Managers,Primary-Short,3
39-4011.00,Embalmers,39-4012.00,Crematory Operators,Primary-Short,4
39-4011.00,Embalmers,29-2061.00,Licensed Practical and Licensed Vocational Nurses,Primary-Short,5
39-4011.00,Embalmers,29-2055.00,Surgical Technologists,Primary-Long,6
39-4011.00,Embalmers,29-9093.00,Surgical Assistants,Primary-Long,7
39-4011.00,Embalmers,13-1041.06,Coroners,Primary-Long,8
39-4011.00,Embalmers,31-1131.00,Nursing Assistants,Primary-Long,9
39-4011.00,Embalmers,31-9097.00,Phlebotomists,Primary-Long,10
39-4011.00,Embalmers,31-1121.00,Home Health Aides,Supplemental,11
39-4011.00,Embalmers,29-1151.00,Nurse Anesthetists,Supplemental,12
39-4011.00,Embalmers,29-1071.01,Anesthesiologist Assistants,Supplemental,13
39-4011.00,Embalmers,29-1126.00,Respiratory Therapists,Supplemental,14
39-4011.00,Embalmers,31-2022.00,Physical Therapist Aides,Supplemental,15
39-4011.00,Embalmers,31-2021.00,Physical Therapist Assistants,Supplemental,16
